timestamp,open,high,low,close,tick_count
2025-08-20T06:25:00.000Z,25019.05,25023.1,25016.15,25016.2,58
2025-08-20T06:30:00.000Z,25016.5,25035.15,25016.4,25033.8,57
2025-08-20T06:35:00.000Z,25033.7,25038.95,25030.6,25030.6,57
2025-08-20T06:40:00.000Z,25030.25,25035.05,25026.1,25030.75,57
2025-08-20T06:45:00.000Z,25030.15,25043.2,25030.15,25036.65,57
2025-08-20T06:50:00.000Z,25036.85,25045.3,25030.65,25036.6,57
2025-08-20T06:55:00.000Z,25036.9,25041.7,25036,25039.15,58
